String,Kind,Domains,ReadSites,StringVA
SlaveMinerScanCorrection,tag,rules,0x670337,0x83c25c
SlaveMinerShortScan,tag,rules,0x6702d8,0x83c2a0
SlaveMinerSlaveScan,tag,rules,0x6702f8,0x83c28c
SlaveMinerUndeploySound,tag,rules,0x669e45,0x83a83c
SlaveRegenRate,tag,rules,0x714df9,0x843814
SlaveReloadRate,tag,rules,0x714e3b,0x8437f4
Slaved,tag,rules,0x714db6,0x843830
SlavesFreeSound,tag,rules,0x669dc2,0x83a86c
SlavesNumber,tag,rules,0x714e1a,0x843804
SlopeSetPieces,tag,ra2|theater|ts,0x545765,0x8294d0
SlopeSetPieces2,tag,ra2|theater|ts,0x545780,0x8294c0
Slowdown,tag,ra2|rules|ts|tsfs,0x644399,0x837080
SlowdownDistance,tag,ts,0x71247c,0x84440c
SmallFire,tag,ts,0x66b2a0,0x83a3a8
SmallVisceroid,tag,ra2|rules|ts,0x66e6a3 0x74786f,0x83cc84
SmartAI,tag,map|ra2|rules|ts,0x511ab6,0x825430
Smoke,tag,ra2|rules|ts,0x66b203 0x66b242,0x836f0c
SniperTurretIndex,tag,ra2|rules,0x747ca6,0x845bb4
SniperTurretWeapon,tag,ra2|rules,0x747cb7,0x845ba0
SnmpExtensionInit,unclassified,,0x795824,0x84c944
SnmpExtensionQuery,unclassified,,0x795831,0x84c930
SnmpUtilMemAlloc,unclassified,,0x79583e,0x84c91c
SnmpUtilMemFree,unclassified,,0x79584b,0x84c90c
SnowAmbientBlue,tag,ra2|rmg,0x598718,0x82bcb8
SnowAmbientGreen,tag,ra2|rmg,0x5986a2,0x82bcc8
SnowAmbientLight,tag,ra2|rmg,0x5984a4,0x82bd30
SnowAmbientRed,tag,ra2|rmg,0x59863c,0x82bcdc
SnowOccupationBits,tag,ra2|rules|ts|tsfs,0x71e092,0x844608
SnowOrePatchLamps,tag,ra2|rmg,0x598871,0x82bc80
Socket,unclassified,,0x5fac8d 0x5faf5d 0x6bc143,0x83301c
SoloCrateMoney,tag,map|ra2|rules|ts,0x66bb15,0x83ac30
Sonic,tag,ra2|rules,0x75d597,0x847df0
Sound,tag,ra2|theme,0x7204b7,0x844748
SoundLatency,unclassified,,0x5fac60 0x5faf23,0x833050
SoundList,unclassified,,0x751291 0x7512aa 0x7512d3 0x7512e2,0x846580
SoundVolume,unclassified,,0x5fa9be 0x5faea1,0x8330bc
Sounds,tag,mapsel|ra2|sound|ts|tsfs,0x5cf403 0x75049d,0x8302cc
SovParaDropInf,tag,map|ra2|rules,0x67070c,0x83c0c4
SovParaDropNum,tag,map|ra2|rules,0x670744,0x83c0b4
SovietBaseDefenseCounts,tag,ra2|rules,0x670066,0x83c434
SovietBaseDefenses,tag,rules,0x673141,0x83d430
SovietCrew,tag,ra2|rules,0x66fd04,0x83c600
SovietDisguise,tag,ra2|rules,0x66fbc0,0x83c690
SovietSurvivorDivisor,tag,ra2|rules,0x670c3f,0x83be90
Soylent,tag,ra2|rules,0x7146c0,0x843b08
SparkSpawnFrames,tag,ra2|rules|ts,0x6445a7,0x836f74
Sparky,tag,ra2|rules|ts|tsfs,0x75d57d,0x847df8
SpawnCount,tag,art|ra2|rules|ts,0x428210 0x74b231,0x8184bc
SpawnCutoff,tag,ra2|rules|ts|tsfs,0x6443b8,0x837074
SpawnDelay,tag,art|ra2,0x41cd3d 0x46c23e,0x818000
SpawnDirection,unclassified,,0x64446e,0x837034
SpawnFrames,tag,ra2|rules|ts|tsfs,0x644340,0x8370a4
SpawnRadius,tag,ra2|rules|ts|tsfs,0x644378,0x83708c
SpawnRegenRate,tag,ra2|rules,0x714ec0,0x8437c8
SpawnReloadRate,tag,ra2|rules,0x714f02,0x8437a8
SpawnSparkPercentage,tag,ra2|rules|ts,0x6445fc,0x836f40
SpawnTranslucencyCutoff,tag,ra2|rules|ts|tsfs,0x6443d7,0x83705c
Spawned,tag,ra2|rules,0x714e7d,0x8437d8
Spawner,tag,ra2|rules,0x7720ed,0x849538
Spawns,tag,art|ra2|rules|ts|tsfs,0x4281de 0x64432a 0x714e9e 0x74b1ff,0x8184c8
SpawnsNumber,tag,ra2|rules,0x714ee1,0x8437b8
SpawnsParticle,tag,art,0x428718,0x818370
SpawnsTiberium,tag,ra2|rules|ts|tsfs,0x71df34,0x844674
SpeakDelay,tag,ra2|rules|ts,0x66b639,0x83a270
Special,unclassified,,0x650b7f,0x817318
SpecialAnim,tag,art|ra2|ts,0x462d34,0x819e44
SpecialAnimDamaged,tag,art|ra2|ts,0x462d92,0x819e30
SpecialAnimFour,tag,art,0x46353e,0x819b44
SpecialAnimFourDamaged,tag,art,0x46359c,0x819b2c
SpecialAnimFourGarrisoned,unclassified,,0x463636,0x819b10
SpecialAnimFourPowered,unclassified,,0x46376d,0x819aa0
SpecialAnimFourPoweredEffect,unclassified,,0x4637a7,0x819a64
SpecialAnimFourPoweredLight,unclassified,,0x46378a,0x819a84
SpecialAnimFourPoweredSpecial,unclassified,,0x4637c4,0x819a44
SpecialAnimFourX,unclassified,,0x4636f9,0x819afc
SpecialAnimFourY,unclassified,,0x463716,0x819ae8
SpecialAnimFourYSort,unclassified,,0x463750,0x819ab8
SpecialAnimFourZAdjust,tag,art,0x463733,0x819ad0
SpecialAnimGarrisoned,unclassified,,0x462e2c,0x819e18
SpecialAnimPowered,tag,art|ra2,0x462f63,0x819dbc
SpecialAnimPoweredEffect,unclassified,,0x462f9d,0x819d88
SpecialAnimPoweredLight,tag,art|ra2,0x462f80,0x819da4
SpecialAnimPoweredSpecial,unclassified,,0x462fba,0x819d6c
SpecialAnimThree,tag,art|ra2|ts,0x463290,0x819c58
SpecialAnimThreeDamaged,tag,art|ra2,0x4632ee,0x819c40
SpecialAnimThreeGarrisoned,unclassified,,0x463388,0x819c24
SpecialAnimThreePowered,unclassified,,0x4634bf,0x819bb4
SpecialAnimThreePoweredEffect,unclassified,,0x4634f9,0x819b74
SpecialAnimThreePoweredLight,unclassified,,0x4634dc,0x819b94
SpecialAnimThreePoweredSpecial,unclassified,,0x463516,0x819b54
SpecialAnimThreeX,unclassified,,0x46344b,0x819c10
SpecialAnimThreeY,unclassified,,0x463468,0x819bfc
SpecialAnimThreeYSort,tag,art|ra2,0x4634a2,0x819bcc
SpecialAnimThreeZAdjust,tag,art|ra2|ts,0x463485,0x819be4
SpecialAnimTwo,tag,art|ra2|ts,0x462fe2,0x819d5c
SpecialAnimTwoDamaged,tag,art|ra2,0x463040,0x819d44
SpecialAnimTwoGarrisoned,unclassified,,0x4630da,0x819d28
SpecialAnimTwoPowered,unclassified,,0x463211,0x819cc4
SpecialAnimTwoPoweredEffect,unclassified,,0x46324b,0x819c8c
SpecialAnimTwoPoweredLight,unclassified,,0x46322e,0x819ca8
SpecialAnimTwoPoweredSpecial,unclassified,,0x463268,0x819c6c
SpecialAnimTwoX,unclassified,,0x46319d,0x819d18
SpecialAnimTwoY,unclassified,,0x4631ba,0x819d08
SpecialAnimTwoYSort,tag,art|ra2,0x4631f4,0x819cdc
SpecialAnimTwoZAdjust,tag,art|ra2|ts,0x4631d7,0x819cf0
SpecialAnimX,unclassified,,0x462eef,0x819e08
SpecialAnimY,unclassified,,0x462f0c,0x819df8
SpecialAnimYSort,tag,art|ra2,0x462f46,0x819dd0
SpecialAnimZAdjust,tag,art|ra2|ts,0x462f29,0x819de4
SpecialSound,tag,rules,0x6ceb74,0x842698
SpecialThreatValue,tag,ra2|rules|ts|tsfs,0x715734,0x84342c
SpecialZOverlay,tag,art|ra2|ts,0x45f7de,0x819434
SpecialZOverlayZAdjust,unclassified,,0x461389,0x81a67c
Speed,tag,map|ra2|rules|ts|tsfs,0x67441f 0x71464c 0x7722f5,0x81d9cc
SpeedAircraftMult,unclassified,,0x511c4b,0x825338
SpeedInfantryMult,unclassified,,0x511c0d,0x82535c
SpeedType,tag,ra2|rules|ts|tsfs,0x7121d8 0x7476fa,0x844504
SpeedUnitsMult,unclassified,,0x511c2c,0x82534c
SpiralDeltaPerCoord,tag,ra2|rules|ts,0x6444c9,0x83700c
SpiralRadius,tag,ra2|rules|ts,0x6444ea,0x836ffc
SplashList,tag,ra2|rules|ts,0x66c199,0x83b1fc
SpotlightAcceleration,tag,ra2|rules|ts,0x6717c3,0x83b870
SpotlightAngle,tag,ra2|rules|ts,0x6717ea,0x83b860
SpotlightLocationRadius,tag,ra2|rules|ts,0x671775,0x83b898
SpotlightMovementRadius,tag,ra2|rules|ts,0x671755,0x83b8b0
SpotlightRadius,unclassified,,0x671809,0x83b850
SpotlightSpeed,tag,ra2|rules|ts,0x67179c,0x83b888
SprayAttack,unclassified,,0x714912,0x8439ec
Spread,tag,ra2|rules|ts|tsfs,0x721a83,0x844924
SpreadPercentage,tag,mp|ra2|rules|ts,0x721a9e,0x844910
SpyMoneyStealPercent,tag,map|ra2|rules,0x66fc25,0x83c654
SpyPlaneCamera,tag,rules,0x66a2a1,0x83a6bc
SpyPlaneCameraFrames,tag,rules,0x66a39a,0x83a658
SpyPowerBlackout,tag,ra2|rules,0x66fbfe,0x83c66c
SpySat,tag,ra2|rules,0x45ff72,0x81ae58
SpySatActivationSound,tag,ra2|rules,0x66a510,0x83a5e8
SpySatDeactivationSound,tag,ra2|rules,0x66a552,0x83a5d0
Spyable,tag,ra2|rules,0x460036,0x81ae04
StandingFrames,tag,tsfs,0x7478d1,0x845d3c
Start,tag,art|ra2|ts|tsfs,0x427fc3,0x818594
StartColor1,tag,ra2|rules|ts,0x6452a8,0x837120
StartColor2,tag,ra2|rules|ts,0x6452ce,0x837114
StartDeathFrame,tag,tsfs,0x747a74,0x845cd4
StartFiringFrame,tag,tsfs,0x747a58,0x845ce4
StartFrame,tag,ra2|rules|ts|tsfs,0x645070,0x837224
StartPlanningModeSound,tag,ra2|rules,0x6696d5,0x83aa7c
StartSound,tag,art|ra2|rules,0x428359 0x6cebb0 0x74b2ac,0x818418
StartStandFrame,tag,tsfs,0x747a23,0x845d08
StartStateAI,tag,ra2|rules|ts,0x64516c,0x8371bc
StartWalkFrame,tag,tsfs,0x747a3b,0x845cf8
StartX,tag,map,0x689d81 0x689eb9 0x68aee8,0x83de70
StartY,tag,map,0x689d9f 0x689ed5 0x68af00,0x83de60
"Start_Game_Now
",unclassified,,0x794ba7,0x84c6b0
StartingDropships,tag,map,0x68a2b4 0x68b3d3,0x83e088
Startup,unclassified,,0x770603,0x8491e0
StateAIAdvance,tag,ra2|rules|ts|tsfs,0x64517f,0x8371ac
Status,unclassified,,0x77037d,0x8491b4
Sticky,tag,art|ra2|ts,0x427ef1,0x816e3c
StopSound,tag,ra2|rules|ts,0x4283d7 0x66adf5 0x74b2ec,0x818404
"Stop_Audio_Handler
",unclassified,,0x4118ad 0x411d21,0x817950
Storage,tag,map|ra2|rules|ts,0x713130,0x8441ac
StormSound,tag,ra2|rules,0x66aeba,0x83a400
Stray,tag,ra2|rules|ts,0x670e8b,0x83bdb0
Strength,tag,map|ra2|rules|ts|tsfs,0x5f94da 0x5fe7be,0x832b78
StretchMovies,unclassified,,0x5fa8fb 0x5fae7f,0x833128
Strong,unclassified,,0x477616,0x81bac8
StupidHunt,tag,ra2|rules,0x714c6c,0x8438a4
SubjectToCliffs,tag,ra2|rules,0x46bfeb,0x81b118
SubjectToElevation,tag,ra2|rules,0x46c005,0x81b104
SubjectToWalls,tag,ra2|rules,0x46c01f,0x81b0f4
Suffix,tag,map|ra2|rules|ts,0x51188a,0x8254ac
Suicide,tag,ai|map|ra2|rules|ts|tsfs,0x6f1271 0x6f16dd 0x77228d,0x843050
SuperAnim,tag,art|ra2,0x46227c,0x81a1f4
SuperAnimDamaged,tag,art|ra2,0x4622da,0x81a1e0
SuperAnimFour,tag,art|ra2,0x462a86,0x819f38
SuperAnimFourDamaged,tag,art|ra2,0x462ae4,0x819f20
SuperAnimFourGarrisoned,unclassified,,0x462b7e,0x819f08
SuperAnimFourPowered,tag,art,0x462cb5,0x819ea4
SuperAnimFourPoweredEffect,unclassified,,0x462cef,0x819e6c
SuperAnimFourPoweredLight,unclassified,,0x462cd2,0x819e88
SuperAnimFourPoweredSpecial,unclassified,,0x462d0c,0x819e50
SuperAnimFourX,unclassified,,0x462c41,0x819ef8
SuperAnimFourY,unclassified,,0x462c5e,0x819ee8
SuperAnimFourYSort,tag,art|ra2,0x462c98,0x819ebc
SuperAnimFourZAdjust,tag,art|ra2,0x462c7b,0x819ed0
SuperAnimGarrisoned,unclassified,,0x462374,0x81a1cc
SuperAnimPowered,tag,art,0x4624ab,0x81a17c
SuperAnimPoweredEffect,unclassified,,0x4624e5,0x81a14c
SuperAnimPoweredLight,unclassified,,0x4624c8,0x81a164
SuperAnimPoweredSpecial,unclassified,,0x462502,0x81a134
SuperAnimThree,tag,art|ra2,0x4627d8,0x81a038
SuperAnimThreeDamaged,tag,art|ra2,0x462836,0x81a020
SuperAnimThreeGarrisoned,unclassified,,0x4628d0,0x81a004
SuperAnimThreePowered,tag,art,0x462a07,0x819fa0
SuperAnimThreePoweredEffect,tag,art,0x462a41,0x819f68
SuperAnimThreePoweredLight,unclassified,,0x462a24,0x819f84
SuperAnimThreePoweredSpecial,unclassified,,0x462a5e,0x819f48
SuperAnimThreeX,unclassified,,0x462993,0x819ff4
SuperAnimThreeY,unclassified,,0x4629b0,0x819fe4
SuperAnimThreeYSort,tag,art|ra2,0x4629ea,0x819fb8
SuperAnimThreeZAdjust,tag,art|ra2,0x4629cd,0x819fcc
SuperAnimTwo,tag,art|ra2,0x46252a,0x81a124
SuperAnimTwoDamaged,tag,art|ra2,0x462588,0x81a110
SuperAnimTwoGarrisoned,unclassified,,0x462622,0x81a0f8
SuperAnimTwoPowered,tag,art,0x462759,0x81a09c
SuperAnimTwoPoweredEffect,unclassified,,0x462793,0x81a064
SuperAnimTwoPoweredLight,unclassified,,0x462776,0x81a080
SuperAnimTwoPoweredSpecial,unclassified,,0x4627b0,0x81a048
SuperAnimTwoX,unclassified,,0x4626e5,0x81a0e8
SuperAnimTwoY,unclassified,,0x462702,0x81a0d8
SuperAnimTwoYSort,tag,art|ra2,0x46273c,0x81a0b0
SuperAnimTwoZAdjust,tag,art|ra2,0x46271f,0x81a0c4
SuperAnimX,unclassified,,0x462437,0x81a1c0
SuperAnimY,unclassified,,0x462454,0x81a1b4
SuperAnimYSort,tag,art|ra2,0x46248e,0x81a190
SuperAnimZAdjust,tag,art|ra2,0x462471,0x81a1a0
SuperGapRadiusInCells,tag,ra2|rules,0x713fd1,0x843e6c
SuperLowPower,tag,art,0x463a9a,0x819974
SuperLowPowerDamaged,tag,art,0x463af8,0x81995c
SuperLowPowerGarrisoned,unclassified,,0x463b92,0x819944
SuperLowPowerPowered,tag,art,0x463cc9,0x8198e0
SuperLowPowerPoweredEffect,unclassified,,0x463d03,0x8198a8
SuperLowPowerPoweredLight,unclassified,,0x463ce6,0x8198c4
SuperLowPowerPoweredSpecial,unclassified,,0x463d20,0x81988c
SuperLowPowerX,unclassified,,0x463c55,0x819934
SuperLowPowerY,unclassified,,0x463c72,0x819924
SuperLowPowerYSort,unclassified,,0x463cac,0x8198f8
SuperLowPowerZAdjust,unclassified,,0x463c8f,0x81990c
SuperWeapon,tag,ra2|rules|ts|tsfs,0x460bb8,0x817204
SuperWeapon2,tag,ts,0x460bd0,0x81a9a8
SuperWeapons,tag,ra2|rules|ts,0x67428f,0x83d4fc
SuperWeaponsAllowed,unclassified,,0x6721a7 0x697fd3 0x699016,0x83cf94
SuppressionThreshold,tag,ra2|rules,0x71506d,0x8436ec
Supress,unclassified,,0x7722a7,0x849440
SurvivorRate,tag,ra2|rules|ts|tsfs,0x670c00,0x83bec0
SuspendDelay,tag,ra2|rules|ts,0x670bd9,0x83bed0
SuspendPriority,tag,ra2|rules|ts,0x670bb2,0x83bee0
SyncBug,unclassified,,0x698a41 0x698a6a 0x698b7b 0x698bba 0x698be8 0x698c5f,0x83f040
SystemError,tag,ra2|rules|ts,0x66a843,0x83a528
TALKBUBL.SHP,file,,0x5f77a6,0x832a80
TECH,code,,0x4772cd,0x81c1c8
TEXT1.AUD,file,,0x690672,0x83e640
TEXT2.AUD,file,,0x6906cf,0x83e614
TEXT3.AUD,file,,0x69072c,0x83e5e8
THEME.MIX,file,,0x4795af 0x530c77 0x530cce,0x81c220
THEMEMD.INI,file,,0x52c8b9,0x825d94
THEMEMD.MIX,file,,0x47951d 0x479584 0x530c09 0x530c64,0x81c24c
TICC,code,,0x76aedd,0x848ca8
TILE,code,,0x5460d6,0x829274
TIME,code,,0x6c766d,0x842084
TIME01.SHP,file,,0x68cfe5,0x83e444
TMCJ4F.INI,file,,0x687b3d,0x83db90
TOTK,code,,0x76ad3e,0x848cf8
TRNY,code,,0x6c707c,0x84210c
TRUCKA,unclassified,,0x6e94e9 0x6ee2c4,0x842dcc
TRUCKB,unclassified,,0x6e9482 0x6ee254,0x842dd4
TUR,code,,0x45faf8 0x45fc48,0x8194a8
Tag,tag,map,0x6f1339 0x6f17de,0x81728c
TalkBubbleTime,unclassified,,0x671e69,0x83b404
Target,unclassified,,0x698bb5 0x76ccfa,0x83efec
TargetCoordOffset,tag,ra2|rules,0x460f70,0x81a814
TargetDistanceCoefficient,unclassified,,0x71570c,0x843440
TargetDistanceCoefficientDefault,tag,ra2|rules|ts,0x671b8a,0x83b5d4
TargetDividingFrame,unclassified,,0x76cd4e,0x848ecc
TargetEffectivenessCoefficient,unclassified,,0x7155d8,0x843498
TargetEffectivenessCoefficientDefault,tag,ra2|rules|ts,0x671b15,0x83b644
TargetLaser,tag,ra2|rules|ts,0x714c8d,0x843898
TargetPalette,unclassified,,0x76cca8,0x848ee0
TargetSpecialThreatCoefficient,unclassified,,0x71563f,0x843478
TargetSpecialThreatCoefficientDefault,tag,ra2|rules|ts,0x671b3c,0x83b61c
TargetStrengthCoefficient,unclassified,,0x7156a6,0x84345c
TargetStrengthCoefficientDefault,tag,ra2|rules|ts,0x671b63,0x83b5f8
TargetZoom,unclassified,,0x76d93b,0x849058
Target_,unclassified,,0x769ac3,0x848bdc
Target_800,unclassified,,0x76faf7,0x849168
Targets,tag,mapsel|ra2|ts|tsfs,0x5cfe2a,0x8304a4
TaskForce,tag,ai|map|ra2|ts|tsfs,0x6f14c1 0x6f1846,0x8172fc
TaskForces,unclassified,,0x6e822b 0x6e8246 0x6e825f 0x6e834d 0x6e8360 0x6e8379 0x6e839a 0x6e83ef,0x842db8
TeamDelays,tag,map|ra2|rules|ts,0x66fd8b,0x83c5c8
TeamTypes,unclassified,,0x6f19bc 0x6f19d4 0x6f19ed 0x6f1abb 0x6f1ace 0x6f1ae7 0x6f1b08 0x6f1b58,0x8430fc
TechLevel,tag,ai|map|mp|ra2|rules|ts|tsfs,0x500b95 0x501277 0x599830 0x671fad 0x6f130d 0x6f171f 0x714577,0x824e40
Technician,tag,ra2|rules|ts,0x66fca7,0x83c620
Teleporter,tag,ra2|rules,0x713fe9,0x843e60
TemperateAmbientBlue,tag,ra2|rmg,0x5985d6,0x82bcec
TemperateAmbientGreen,tag,ra2|rmg,0x598570,0x82bd04
TemperateAmbientLight,tag,ra2|rmg,0x59843e,0x82bd44
TemperateAmbientRed,tag,ra2|rmg,0x59850a,0x82bd1c
TemperateOccupationBits,tag,ra2|rules|ts|tsfs,0x71e07a,0x84461c
TemperateOrePatchLamps,tag,ra2|rmg,0x59879d,0x82bc94
Temporal,tag,ra2|rules,0x75d855,0x817168
TerrainFire,tag,ra2|rules,0x7721a3,0x8494d4
TerrainPalette,tag,art|ra2|ts|tsfs,0x4612bb,0x81a700
Territory,unclassified,,0x7703a4,0x8489c0
TerritorySelect,unclassified,,0x770722,0x8491d0
TerroristExplodeTurretIndex,tag,ra2|rules,0x747d9c,0x845aac
TerroristExplodeTurretWeapon,tag,ra2|rules,0x747dab,0x845a8c
TeslaCharge,tag,ra2|rules|ts,0x66ac29,0x83a480
TeslaLimit,tag,ra2|rules|ts,0x673c63,0x83d224
TeslaRatio,tag,ra2|rules|ts,0x673c43,0x83d230
TeslaZap,tag,ra2|rules|ts,0x66ac6b,0x83a474
TextRect,tag,mapsel|ra2|ts|tsfs,0x5cf13c 0x76848c,0x8302f0
Theater,tag,art|map|ra2|ts|tsfs,0x427da9 0x4acfd9 0x4ad815 0x5978a2 0x597b98 0x5997c7 0x5f95e9 0x687634,0x818658
Theme,tag,map|ts,0x4f1fbd 0x68a12c 0x68b25b 0x76cafb,0x824194
Themes,unclassified,,0x72059d 0x7205ca 0x7205d7,0x844760
Thief,unclassified,,0x5245bf,0x82594c
ThirdBaseDefenseCounts,tag,rules,0x6700a0,0x83c41c
ThirdBaseDefenses,tag,rules,0x673216,0x83d41c
ThirdCrew,tag,rules,0x66fd23,0x83c5f4
ThirdDisguise,tag,rules,0x66fbdf,0x83c680
ThirdPowerPlant,tag,rules,0x66f763,0x83c78c
ThirdSurvivorDivisor,tag,rules,0x670c5f,0x83be78
ThreatAvoidanceCoefficient,tag,ra2|rules|ts,0x712460,0x844420
ThreatPerOccupant,tag,ra2|rules,0x670128,0x83c3d4
ThreatPosed,tag,map|ra2|rules|ts|tsfs,0x7149ce,0x84399c
TibPass99,unclassified,,0x788be3 0x79765d,0x84b7b4
TibSun,unclassified,,0x788be8 0x797662,0x84b7ac
Tiberium,tag,ra2|rules|ts|tsfs,0x597932 0x597c34 0x5fe7f2 0x75d563,0x817278
TiberiumChainReaction,tag,art|ra2|ts,0x427f59,0x8185ac
TiberiumDeathToVisceroid,tag,map,0x68a5d2 0x68b48e,0x83e004
TiberiumExplosionDamage,tag,ra2|rules|ts,0x66bc44,0x83b258
TiberiumExplosive,tag,map|ra2|rules|ts,0x66ce7e 0x6b8b7d 0x6b8cbd,0x83ad2c
TiberiumGrows,tag,map|ra2|rules|ts,0x6720aa 0x6b8b46 0x6b8dcf,0x83d000
TiberiumGrowthEnabled,tag,map,0x68a57a 0x68b441,0x83e048
TiberiumHeal,tag,ra2|rules|ts|tsfs,0x66e6d2 0x714c09,0x83cc74
TiberiumLayout,unclassified,,0x59794a 0x597c4d,0x82bb84
TiberiumLongScan,tag,rules,0x6702b8,0x83c2b4
TiberiumProof,tag,ra2|rules|ts|tsfs,0x52458b,0x82595c
TiberiumShortScan,tag,rules,0x670299,0x83c2c8
TiberiumSpawnType,tag,art|ra2|ts,0x42828a,0x81847c
TiberiumSpreadRadius,tag,art|ra2|ts,0x42825e,0x818490
TiberiumSpreads,tag,map|ra2|rules|ts,0x6b8b63 0x6b8df7,0x84025c
TiberiumStrength,tag,ra2|rules|ts,0x66bc64,0x83b244
TiberiumTransmogrify,tag,ra2|rules|ts,0x670f62,0x83bd2c
Tiberiums,unclassified,,0x721d18 0x721d30 0x721d4b,0x84492c
TickTank,tag,ts,0x460b7d,0x81a9c8
Tiled,tag,art|ra2|ts,0x4286c5,0x8183a4
TilesInSet,tag,ra2|theater|ts,0x545fca,0x82929c
TiltCrashJumpjet,tag,rules,0x71337e,0x844118
TiltsWhenCrushes,tag,ts,0x7153e1,0x843540
Time,unclassified,,0x49c436 0x49c96c 0x5978ba 0x597bb1,0x81f11c
TimerInherit,tag,map,0x68a0f0 0x68b39d,0x83e144
TimerWarning,tag,ra2|rules|ts,0x66b660,0x83a260
TireVoxelDebris,tag,ra2|rules|ts,0x66f0d7,0x83c944
Title.PCX,file,,0x4f1cfb 0x4f214b,0x8241c8
TitleRect,unclassified,,0x768547,0x848af4
ToOverlay,tag,art|ra2|ts,0x4611f5,0x81a740
ToProtect,tag,ra2|rules|ts,0x714be8,0x8438dc
ToSnowTheater,tag,ra2|theater|ts,0x5461ba,0x8291e8
ToTemperateTheater,tag,ra2|theater|ts,0x5461d9,0x8291d4
ToTile,tag,ra2|rules|ts,0x4654fb 0x465ce7,0x81aef0
TogglePower,tag,ra2|rules|ts|tsfs,0x460727,0x81ab68
TooBigToFitUnderBridge,tag,ra2|rules|ts,0x74774e,0x845dc8
ToolTips,unclassified,,0x5fa87c 0x5fae33,0x833188
TooltipRect,unclassified,,0x7684e8,0x848b00
TotalAITeamCap,tag,map|ra2|rules|ts,0x66ff30,0x83c4f4
Track,tag,ra2|rules|ts,0x6740b9 0x6740dc,0x81dbcc
TrackTunnels,tag,ra2|theater|ts,0x5457d1,0x829498
TrackedDownhill,tag,ra2|rules|ts,0x66f24e,0x83c89c
TrackedUphill,tag,ra2|rules|ts,0x66f227,0x83c8ac
Trailer,tag,art|ra2|ts,0x41cd0a 0x46c20e,0x81800c
TrailerAnim,tag,art|ra2|ts,0x428588 0x74b3ac,0x8183e0
TrailerSeperation,tag,art|ra2|ts,0x42863a,0x8183cc
TrainCrate,tag,map,0x68a23c 0x68b1f2,0x83e0c8
Trainable,tag,ra2|rules|ts|tsfs,0x714a1c,0x843974
Translucency,tag,art|ra2|rules|ts|tsfs,0x4280f3 0x6450a8,0x818524
TranslucencyDetailLevel,tag,art|ra2|ts,0x42809b,0x818544
Translucent,tag,art|ra2|ts|tsfs,0x427e89 0x74b09f,0x818604
Translucent25State,tag,ra2|rules|ts,0x6451bf,0x837184
Translucent50State,tag,ra2|rules|ts,0x6451a3,0x837198
TransportWaypoint,tag,map,0x6f1459 0x6f180e,0x842f98
TransportsReturnOnUnload,tag,ai|map|ra2|ts|tsfs,0x6f13e6 0x6f1787,0x842fc8
TreeFire,tag,ts,0x66afc8,0x83a3cc
TreeFlammability,tag,ra2|rules|ts,0x66ec08,0x83cac4
TreeStrength,tag,ra2|rules|ts,0x671dde,0x83b42c
TreeTargeting,tag,ra2|rules|ts,0x66cefc,0x83ace8
TruckCrate,tag,map,0x68a21e 0x68b1d8,0x83e0d4
TunnelSpeed,tag,ra2|rules|ts,0x66eda1,0x83ca34
Tunnels,tag,ra2|theater|ts,0x5457b9,0x8294a8
TurboBoost,tag,ra2|rules|ts,0x66cd14 0x7726ad,0x83adc0
TurnRate,tag,ra2|rules|ts,0x6743ff,0x83d554
Turret,tag,ra2|rules|ts|tsfs,0x713398,0x844110
TurretAnim,tag,ra2|rules|ts|tsfs,0x46445f,0x819688
TurretAnimDamaged,unclassified,,0x4644b4,0x819674
TurretAnimGarrisoned,unclassified,,0x46454b,0x81965c
TurretAnimIsVoxel,tag,ra2|rules|ts|tsfs,0x46463f,0x81960c
TurretAnimX,tag,ra2|rules|ts|tsfs,0x4645d7,0x819650
TurretAnimY,tag,ra2|rules|ts|tsfs,0x4645f1,0x819644
TurretAnimYSort,unclassified,,0x464625,0x819620
TurretAnimZAdjust,tag,ra2|rules|ts|tsfs,0x46460b,0x819630
TurretCompressFrames,unclassified,,0x7152bc,0x8435cc
TurretCount,tag,ra2|rules,0x712851,0x844348
TurretHoldFrames,unclassified,,0x7152e0,0x8435b8
TurretNotExportedOnGround,tag,art|ra2|ts|tsfs,0x71600e,0x8431ec
TurretOffset,tag,art|ra2|ts,0x71587f,0x8433b0
TurretRecoil,tag,ra2|rules,0x715270,0x8435f4
TurretRecoverFrames,unclassified,,0x715304,0x8435a4
TurretRotateSound,tag,ra2|rules,0x7133ba,0x8440fc
TurretSpins,tag,rules,0x713360,0x84412c
TurretTravel,tag,ra2|rules,0x715298,0x8435e4
Type,tag,eva|ra2|rules|sound|ts|tsfs,0x4f38dd 0x68d30d 0x68ff6b 0x698a65 0x6cec25 0x75072c 0x751208 0x752e10,0x824314
TypeImmune,tag,ra2|rules|ts|tsfs,0x71220f,0x8444ec
Typelib,unclassified,,0x6bb8a6,0x840ae0
UIMD.INI,file,,0x5352f8,0x827dc8
UIName,tag,mission|ra2|rules,0x410af5 0x410bc2 0x500c6f 0x501373 0x686ed7 0x686f0f 0x68adf3,0x81784c
UNIT,code,,0x698b3f 0x6c7336,0x83effc
URepairRate,tag,ra2|rules|ts,0x670e44,0x83bdc4
